time,open,high,low,close,volume
1764664200000,86460.20,86690.70,86321.60,86436.30,3088.401
1764665100000,86436.40,86623.30,86321.00,86438.00,1197.998
1764666000000,86438.10,86870.60,86416.70,86616.00,1362.124
1764666900000,86616.10,86964.10,86525.10,86839.30,1277.616
1764667800000,86839.20,86839.20,86616.00,86627.00,709.925
1764668700000,86627.00,86769.00,86588.40,86734.40,1143.762
1764669600000,86734.40,86920.00,86724.40,86874.20,681.844
1764670500000,86874.20,86908.50,86750.00,86761.30,415.702
1764671400000,86761.30,87053.50,86761.30,87022.40,745.458
1764672300000,87022.40,87640.00,87022.40,87241.80,4203.352
1764673200000,87241.80,87344.00,86908.80,87049.10,1730.556
1764674100000,87049.10,87393.70,86954.00,87386.70,1609.972
1764675000000,87386.70,87421.60,87270.40,87287.70,990.100
1764675900000,87287.70,87576.50,87271.10,87326.90,1064.221
1764676800000,87327.00,87491.00,87264.70,87407.00,853.616
1764677700000,87406.90,87449.90,87300.00,87405.80,537.985
1764678600000,87405.70,87516.00,87130.30,87286.00,1603.990
1764679500000,87286.10,87320.20,87163.50,87225.60,1161.607
1764680400000,87225.60,87284.70,87005.00,87124.10,1575.242
1764681300000,87124.10,87399.20,87124.10,87278.00,1383.969
1764682200000,87278.10,87536.00,87268.00,87433.60,1696.525
1764683100000,87433.70,87870.20,87424.80,87691.30,3850.219
1764684000000,87691.20,88500.00,87560.00,88297.70,6276.104
1764684900000,88297.80,88765.00,88224.00,88629.60,6572.239
1764685800000,88629.60,88858.90,88361.20,88784.00,7514.023
1764686700000,88784.00,89246.10,88738.70,89225.10,7942.478
1764687600000,89225.10,90882.40,89225.00,90612.00,16135.786
1764688500000,90612.10,90824.40,90115.90,90139.60,7972.967
1764689400000,90140.20,90746.00,89839.10,90500.10,6498.597
1764690300000,90500.00,91211.30,90500.00,90809.20,6989.697
1764691200000,90809.20,91309.40,90750.00,90853.60,5762.231
1764692100000,90853.70,90864.80,90156.40,90244.90,5209.185
1764693000000,90244.80,90819.30,90225.20,90545.30,3401.467
1764693900000,90545.30,91071.70,90505.60,90713.90,3610.958
1764694800000,90713.80,91117.90,90698.70,90929.40,3937.451
1764695700000,90929.30,91969.00,90907.00,91718.30,7876.899
1764696600000,91718.40,91919.00,91556.60,91688.90,2833.170
1764697500000,91688.90,91689.00,91350.10,91417.50,2510.768
1764698400000,91417.50,92000.00,91299.90,91771.40,3972.981
1764699300000,91771.40,92253.70,91697.30,91865.00,3881.268
1764700200000,91865.00,92189.80,91763.20,91868.50,1984.921
1764701100000,91868.60,92000.00,91686.40,91905.00,2554.747
1764702000000,91905.00,92178.10,91892.10,91997.80,1870.503
1764702900000,91997.80,92067.20,91852.80,91966.30,1321.490
1764703800000,91966.20,92273.20,91937.20,92077.30,1876.264
1764704700000,92077.20,92093.50,91791.00,91849.90,2301.319
1764705600000,91849.90,91883.80,91500.00,91521.00,3199.320
1764706500000,91521.00,91521.10,90906.60,90929.90,7883.359
1764707400000,90930.00,91092.00,90643.50,90896.80,4570.970
1764708300000,90896.70,91126.60,90792.50,90976.10,2413.521
1764709200000,90976.10,91230.40,90904.30,91174.10,1647.350
1764710100000,91174.00,91448.40,91137.00,91374.60,1712.028
1764711000000,91374.50,91449.90,91236.80,91416.90,1070.418
1764711900000,91416.80,91573.60,91366.80,91500.20,1089.040
1764712800000,91500.20,91843.80,91443.50,91783.40,2997.859
1764713700000,91783.30,91829.50,91565.50,91565.50,1018.837
1764714600000,91565.30,91885.60,91494.20,91756.80,1742.222
1764715500000,91756.70,91970.40,91654.70,91932.70,850.876
1764716400000,91932.70,91943.60,91769.40,91796.30,1013.080
1764717300000,91796.30,91878.60,91574.30,91640.00,845.714
1764718200000,91640.00,91648.00,91358.30,91395.50,1287.048
1764719100000,91395.50,91417.90,91231.00,91249.10,1093.111
1764720000000,91249.10,91499.90,91143.00,91273.20,1491.403
1764720900000,91273.10,91457.80,91082.40,91145.40,1058.132
1764721800000,91145.40,91450.00,90954.80,91442.40,1862.595
1764722700000,91442.40,91716.00,91360.50,91620.30,1942.188
1764723600000,91620.30,91811.50,91418.70,91675.50,1089.025
1764724500000,91675.40,91942.00,91598.90,91852.80,1812.656
1764725400000,91852.90,91977.30,91800.00,91935.80,1303.437
1764726300000,91935.80,92465.60,91927.70,92215.30,3726.182
1764727200000,92215.50,92869.60,92101.20,92841.00,4533.423
1764728100000,92841.00,93020.00,92557.40,92761.00,3387.207
1764729000000,92761.10,92788.00,92552.50,92636.30,1399.204
1764729900000,92636.30,92813.00,92227.20,92784.20,2214.873
1764730800000,92784.10,93068.90,92545.60,92722.10,2000.078
1764731700000,92722.10,92825.20,92590.10,92797.40,1145.430
1764732600000,92797.40,92808.40,92621.30,92683.90,880.115
1764733500000,92683.90,92742.80,92579.50,92589.20,762.396
1764734400000,92589.20,92955.40,92578.00,92829.30,1326.550
1764735300000,92829.30,93428.60,92700.00,92773.10,4133.815
1764736200000,92773.10,93099.00,92757.90,92906.10,1587.239
1764737100000,92906.10,93456.00,92849.20,93302.20,2799.281
1764738000000,93302.10,93554.10,93145.70,93264.20,3136.050
1764738900000,93264.20,93360.60,93051.90,93294.70,2374.797
1764739800000,93294.30,93632.50,93195.20,93367.20,2783.266
1764740700000,93367.30,93613.50,93329.90,93591.00,1574.242
1764741600000,93591.10,93859.80,93522.80,93640.30,3681.248
1764742500000,93640.40,93932.70,93618.30,93890.00,1870.763
1764743400000,93889.90,93890.00,93200.00,93267.80,3150.071
1764744300000,93267.80,93397.30,93092.50,93386.00,2591.990
1764745200000,93386.00,93418.60,93158.00,93158.00,1277.459
1764746100000,93158.00,93158.10,92820.00,92995.90,3254.202
1764747000000,92995.80,93078.80,92906.90,93060.60,1301.177
1764747900000,93060.50,93060.50,92859.90,92969.90,1124.562
1764748800000,92970.00,93147.80,92850.00,92946.40,1359.245
1764749700000,92946.40,92959.80,92792.00,92877.40,1216.768
1764750600000,92877.50,92964.90,92690.00,92776.10,1468.129
1764751500000,92776.10,92894.80,92636.60,92740.80,2342.880
1764752400000,92740.80,92946.90,92672.30,92946.80,1564.021
1764753300000,92946.90,92954.00,92761.00,92897.10,787.825
1764754200000,92897.10,92920.70,92739.50,92860.90,578.208
1764755100000,92861.00,93179.70,92840.70,93132.10,2362.014
1764756000000,93132.10,93144.50,92973.60,93081.60,975.864
1764756900000,93081.60,93338.40,93079.80,93163.10,1596.626
1764757800000,93163.00,93163.10,92807.30,92899.90,1808.968
1764758700000,92900.00,93027.00,92822.00,92899.90,1064.746
1764759600000,92899.90,92977.90,92673.50,92700.60,1343.846
1764760500000,92700.60,92987.30,92602.80,92952.00,1547.073
1764761400000,92952.00,93009.80,92783.00,92862.50,858.426
1764762300000,92862.40,93000.00,92862.40,92957.70,493.279
1764763200000,92957.60,93069.70,92744.70,92835.10,1026.460
1764764100000,92835.00,92881.70,92642.70,92682.30,1129.627
1764765000000,92682.40,92849.90,92637.90,92806.90,1057.842
1764765900000,92806.90,92937.80,92750.00,92882.30,853.038
1764766800000,92882.20,93044.70,92828.60,92885.00,1064.448
1764767700000,92885.00,93092.00,92851.60,92959.30,1562.324
1764768600000,92959.30,93167.60,92867.90,93153.90,1267.700
1764769500000,93154.00,93225.40,93022.40,93077.60,1122.798
1764770400000,93077.70,93100.40,91637.40,91980.00,16658.172
1764771300000,91980.00,92525.40,91950.70,92498.00,4357.106
1764772200000,92497.90,93653.60,92080.40,93452.60,8394.351
1764773100000,93452.70,93487.40,92278.00,92300.00,6879.454
1764774000000,92300.00,92943.40,92108.00,92196.90,4544.388
1764774900000,92196.90,92450.00,91873.90,92281.40,4338.012
1764775800000,92281.50,92734.00,92195.10,92305.10,2791.430
1764776700000,92305.10,92620.00,92279.50,92332.90,1366.428
1764777600000,92333.00,92428.50,91733.20,91994.80,3471.564
1764778500000,91994.70,92252.20,91943.40,92247.00,1668.734
1764779400000,92247.00,92712.80,92219.60,92688.20,2117.870
1764780300000,92688.10,92705.40,92187.80,92212.40,1477.544
1764781200000,92212.40,92603.20,92160.00,92587.00,2355.552
1764782100000,92587.10,92667.90,92159.90,92472.00,2448.327
1764783000000,92472.10,92887.00,92472.00,92720.00,2239.263
1764783900000,92719.90,93000.00,92650.10,92919.50,1937.271
1764784800000,92919.40,93471.10,92919.40,93384.90,3368.906
1764785700000,93385.00,93412.00,92861.20,93064.50,2757.136
1764786600000,93064.50,93172.50,92922.80,93086.90,981.482
1764787500000,93087.00,93096.50,92315.30,92584.80,2624.410
1764788400000,92584.80,92808.70,92536.50,92644.60,1095.039
1764789300000,92644.70,92748.90,92489.30,92679.30,704.914
1764790200000,92679.50,92800.80,92580.30,92800.80,578.798
1764791100000,92800.70,93062.90,92761.60,92995.80,863.412
1764792000000,92995.80,93125.20,92784.30,92929.30,859.741
1764792900000,92929.30,93075.00,92834.60,92982.60,678.940
1764793800000,92982.60,93219.30,92917.30,93135.80,1318.071
1764794700000,93135.70,93345.30,92826.00,92928.20,1351.831
1764795600000,92928.80,93066.40,92801.00,93002.90,990.565
1764796500000,93002.80,93282.00,92962.00,93229.10,943.191
1764797400000,93229.20,93446.10,93193.50,93435.10,1028.340
1764798300000,93435.10,93725.00,93311.50,93645.00,1729.969
1764799200000,93645.00,93779.80,93383.10,93635.90,1821.298
1764800100000,93635.90,93660.60,93307.30,93353.90,868.516
1764801000000,93353.90,93690.00,93232.80,93529.00,1199.779
1764801900000,93529.00,94185.00,93529.00,93738.40,3471.082
1764802800000,93738.50,94061.20,93606.60,93710.90,2588.816
1764803700000,93710.90,93736.10,93516.40,93593.70,1227.836
1764804600000,93593.70,93600.00,93374.00,93466.80,1150.089
1764805500000,93466.80,93601.00,93297.80,93376.70,1023.479
1764806400000,93376.80,93431.80,92892.30,92899.10,2304.342
1764807300000,92899.00,93063.70,92686.30,92784.50,2035.564
1764808200000,92784.60,93037.10,92628.00,93000.00,1411.196
1764809100000,93000.00,93125.10,92850.00,93013.90,1466.426
1764810000000,93013.90,93699.10,92940.40,93659.20,2028.699
1764810900000,93659.30,93725.00,93173.00,93332.90,1999.555
1764811800000,93333.00,93514.40,93294.10,93398.40,727.961
1764812700000,93398.30,93434.80,93121.90,93150.00,870.523
1764813600000,93150.00,93675.40,93072.80,93639.10,1491.003
1764814500000,93639.00,94040.00,93581.90,93760.00,3214.494
1764815400000,93760.00,93954.70,93571.40,93830.20,1091.465
1764816300000,93830.20,93952.80,93700.00,93896.10,967.606
1764817200000,93896.10,94038.80,93747.10,93757.80,1173.649
1764818100000,93757.90,93770.50,93513.20,93574.70,1352.937
1764819000000,93574.60,93599.90,93351.00,93429.10,1658.347
1764819900000,93429.20,93575.70,93374.70,93499.90,707.549
1764820800000,93500.00,93549.20,93300.00,93422.10,827.124
1764821700000,93422.20,93479.70,93275.10,93358.20,640.029
1764822600000,93358.20,93480.00,93255.60,93336.30,608.092
1764823500000,93336.30,93343.00,93170.00,93317.80,800.781
1764824400000,93317.80,93339.70,92985.00,93152.90,1347.806
1764825300000,93153.00,93232.70,92950.00,93168.50,965.213
1764826200000,93168.50,93181.30,92910.20,92917.60,802.830
1764827100000,92917.80,92960.80,92737.00,92932.40,1621.752
1764828000000,92932.40,93026.50,92800.10,92988.90,724.141
1764828900000,92988.90,93216.00,92963.70,93166.10,1938.340
1764829800000,93166.10,93333.00,93072.80,93095.00,1614.887
1764830700000,93095.10,93161.80,92965.80,93103.10,827.321
1764831600000,93103.00,93128.40,92852.40,93016.70,923.090
1764832500000,93016.60,93133.00,92958.70,93064.80,755.881
1764833400000,93064.80,93263.10,93061.10,93238.60,669.762
1764834300000,93238.50,93386.60,93170.00,93358.60,934.400
1764835200000,93358.50,93578.40,93012.00,93113.70,1739.107
1764836100000,93113.70,93206.50,93062.20,93094.30,658.741
1764837000000,93094.20,93350.00,93002.50,93299.90,597.084
1764837900000,93299.90,93357.00,93102.00,93220.70,644.617
1764838800000,93220.70,93600.00,93217.50,93333.10,2313.119
1764839700000,93333.10,93360.00,93201.00,93335.90,602.458
1764840600000,93336.00,93471.20,93302.20,93442.40,489.278
1764841500000,93442.50,93582.30,93367.70,93408.60,768.326
1764842400000,93408.60,93531.70,93327.50,93371.60,1072.693
1764843300000,93371.50,93371.60,93218.30,93272.20,596.404
1764844200000,93272.10,93349.00,93167.60,93262.40,684.860
1764845100000,93262.40,93351.20,93111.10,93210.70,678.762
1764846000000,93210.70,93269.50,93132.30,93190.30,510.621
1764846900000,93190.20,93215.00,92939.70,92950.20,1152.436
1764847800000,92950.10,92986.00,92666.10,92804.00,2910.363
1764848700000,92804.00,92955.40,92738.00,92894.90,906.398
1764849600000,92894.90,93000.00,92858.70,92904.00,642.311
1764850500000,92903.90,92973.20,92725.40,92812.00,913.261
1764851400000,92812.00,93139.00,92801.00,93040.00,1053.673
1764852300000,93040.00,93155.00,92893.70,92947.90,782.160
1764853200000,92947.80,93011.40,92411.00,92503.80,3436.598
1764854100000,92503.70,92820.00,92503.70,92742.40,1535.450
1764855000000,92742.40,92921.10,92610.30,92714.30,1583.204
1764855900000,92714.30,92724.70,92366.00,92480.40,2741.718
1764856800000,92480.40,92665.00,92450.60,92614.70,1067.995
1764857700000,92614.60,92788.10,92558.70,92749.90,859.818
1764858600000,92749.90,92750.00,92350.00,92530.50,2518.384
1764859500000,92530.50,92599.70,91762.00,91859.40,7128.669
1764860400000,91859.30,92661.00,91845.80,92612.80,4395.489
1764861300000,92612.80,92866.00,92294.50,92536.50,3472.344
1764862200000,92536.50,93256.30,92397.00,93003.10,4514.120
1764863100000,93003.10,93068.70,92681.80,92933.50,2100.034
1764864000000,92933.40,92975.40,92433.50,92768.50,2028.302
1764864900000,92768.10,93143.40,92745.50,92869.10,1733.289
1764865800000,92869.00,92869.00,92416.60,92485.80,3091.636
1764866700000,92485.80,92696.40,92220.00,92390.00,2021.245
1764867600000,92389.90,92500.00,92029.00,92222.90,2017.298
1764868500000,92222.80,92263.60,92008.00,92083.40,1109.070
1764869400000,92083.40,92268.70,91700.00,91949.30,2759.887
1764870300000,91949.20,92432.50,91827.40,92384.50,2508.475
1764871200000,92384.60,92407.50,92135.40,92332.60,1137.723
1764872100000,92332.50,92505.00,92109.10,92416.80,821.122
1764873000000,92416.80,92516.80,91914.00,91979.10,1172.669
1764873900000,91979.00,92188.80,91909.80,92093.40,1561.342
1764874800000,92093.40,92140.50,91233.40,91243.00,4167.076
1764875700000,91243.00,91515.80,90822.50,91304.90,6908.924
1764876600000,91305.00,91945.50,91246.00,91896.00,3945.797
1764877500000,91896.10,92092.40,91781.20,91941.50,1498.965
1764878400000,91941.50,92180.00,91649.80,91966.80,2319.412
1764879300000,91966.70,92186.40,91841.20,91954.00,1059.197
1764880200000,91954.00,92316.80,91907.50,92277.00,1026.588
1764881100000,92277.00,92500.00,92226.30,92431.70,1529.037
1764882000000,92431.80,92676.80,92316.50,92404.60,1375.838
1764882900000,92404.60,92534.30,92254.50,92254.60,650.520
1764883800000,92254.50,92322.00,92169.00,92200.00,587.795
1764884700000,92200.00,92207.90,92036.10,92111.20,598.640
1764885600000,92111.20,92337.40,92111.20,92257.50,461.242
1764886500000,92257.50,92320.30,92103.20,92149.90,394.299
1764887400000,92149.90,92429.80,92149.90,92417.70,668.754
1764888300000,92417.70,92458.30,92280.50,92295.50,358.693
1764889200000,92295.50,92419.60,92200.60,92271.90,386.953
1764890100000,92271.90,92349.60,92167.40,92182.70,287.712
1764891000000,92182.70,92265.30,92030.10,92077.00,508.027
1764891900000,92077.00,92129.40,92022.30,92034.70,503.640
1764892800000,92034.70,92242.60,92015.00,92039.20,651.969
1764893700000,92039.10,92444.00,92039.10,92286.50,654.709
1764894600000,92286.50,92392.00,92238.00,92359.30,393.097
1764895500000,92359.30,92367.70,92188.60,92259.90,338.832
1764896400000,92259.80,92471.30,92188.80,92314.90,601.998
1764897300000,92314.90,92566.00,92310.80,92460.70,647.717
1764898200000,92460.60,92500.00,92329.00,92410.60,621.725
1764899100000,92410.60,92457.50,92300.70,92322.20,484.695
1764900000000,92322.10,92404.30,92215.00,92404.30,507.982
1764900900000,92404.30,92593.10,92379.30,92527.30,704.753
1764901800000,92527.40,92665.50,92425.00,92611.90,860.116
1764902700000,92612.00,92612.00,92444.00,92476.10,524.965
1764903600000,92476.10,92625.00,92450.20,92517.20,536.130
1764904500000,92517.30,92524.10,92302.30,92360.60,729.278
1764905400000,92360.60,92384.90,92272.40,92284.70,467.506
1764906300000,92284.80,92300.00,91917.70,92104.90,2231.380
1764907200000,92104.80,92318.10,92087.50,92265.30,745.220
1764908100000,92265.30,92350.00,92124.00,92149.30,711.134
1764909000000,92149.30,92149.40,91786.50,91814.50,1941.359
1764909900000,91814.50,92047.00,91750.60,91985.50,1095.833
1764910800000,91985.60,92164.50,91952.20,92088.80,644.297
1764911700000,92088.90,92126.00,91869.50,91930.90,702.066
1764912600000,91930.90,91995.70,91829.60,91989.90,433.922
1764913500000,91989.90,91996.80,91850.00,91902.60,470.549
1764914400000,91902.70,92116.40,91865.30,92051.10,968.935
1764915300000,92051.00,92067.60,91962.00,91993.50,335.178
1764916200000,91993.40,92065.70,91890.40,92063.30,332.205
1764917100000,92063.30,92244.80,92052.00,92235.60,755.015
1764918000000,92235.60,92420.10,92158.50,92296.20,849.743
1764918900000,92296.20,92455.40,92279.40,92407.00,818.479
1764919800000,92407.10,92416.10,92242.90,92270.10,739.262
1764920700000,92270.10,92306.70,92162.80,92227.50,763.142
1764921600000,92227.60,92227.60,92020.50,92061.40,687.447
1764922500000,92061.30,92132.20,91970.00,92018.30,578.984
1764923400000,92018.40,92059.80,91857.60,91984.10,841.022
1764924300000,91984.00,92120.00,91961.70,92080.00,467.265
1764925200000,92079.90,92080.00,91801.30,91825.20,1094.534
1764926100000,91825.20,91840.00,91250.00,91302.40,3292.737
1764927000000,91302.50,91432.90,90940.40,91014.30,3337.170
1764927900000,91014.30,91125.30,90965.00,91086.40,2246.243
1764928800000,91086.40,91291.10,91042.80,91200.10,2139.151
1764929700000,91200.00,91427.40,91171.40,91315.60,1250.528
1764930600000,91315.60,91456.80,91235.70,91443.70,928.332
1764931500000,91443.60,91443.70,91219.20,91240.10,758.968
1764932400000,91240.00,91499.90,91193.10,91476.00,882.312
1764933300000,91476.10,91527.30,91259.50,91370.20,798.848
1764934200000,91370.20,91378.40,91081.10,91093.00,1465.106
1764935100000,91093.00,91368.00,91086.90,91307.90,783.395
1764936000000,91308.00,91388.70,91156.00,91213.20,868.031
1764936900000,91213.10,91309.30,91015.70,91177.20,816.446
1764937800000,91177.30,91253.00,91083.40,91133.90,513.562
1764938700000,91133.90,91221.80,91087.20,91194.60,363.326
1764939600000,91194.60,91319.90,91011.00,91068.90,1133.694
1764940500000,91068.90,91081.40,90532.70,90773.10,4186.909
1764941400000,90773.20,90886.00,90253.00,90382.60,4543.886
1764942300000,90382.60,90653.90,90195.30,90433.60,3803.638
1764943200000,90433.60,90706.60,90415.20,90468.00,2287.322
1764944100000,90467.90,90505.60,90259.60,90400.00,2043.155
1764945000000,90400.00,90665.90,89863.00,90168.10,6699.314
1764945900000,90168.10,90481.60,89930.00,90246.00,4160.919
1764946800000,90246.00,91445.20,90246.00,90994.60,13332.851
1764947700000,90994.60,91179.00,90808.90,91171.60,2734.651
1764948600000,91171.70,91342.60,90850.00,90977.70,2718.109
1764949500000,90977.70,91119.80,90210.60,90414.00,5085.331
1764950400000,90413.90,90460.00,89199.00,89329.60,9049.606
1764951300000,89329.70,89329.70,88808.50,89020.40,9485.682
1764952200000,89020.30,89095.30,87976.30,88337.30,13198.263
1764953100000,88337.40,88999.90,88273.50,88757.50,7587.173
1764954000000,88757.60,88950.00,88558.80,88634.50,2651.361
1764954900000,88634.40,89005.50,88613.70,88714.70,2057.425
1764955800000,88714.60,89139.40,88640.60,88978.60,2831.046
